@relation 'EmailRelation-weka.filters.unsupervised.attribute.Remove-R5-6,17-18,21-22-weka.filters.supervised.instance.Resample-B0.0-S1-Z15.0-weka.filters.unsupervised.attribute.Remove-R4,14-16'

@attribute alphaCount numeric
@attribute alphaNumCount numeric
@attribute alphaWordCount numeric
@attribute charSeq1 numeric
@attribute charSeq2 numeric
@attribute charSeq3 numeric
@attribute charSeq4 numeric
@attribute charSeq5 numeric
@attribute charSeq6 numeric
@attribute charSeq7 numeric
@attribute charSeq8 numeric
@attribute charSeq9 numeric
@attribute numberCount numeric
@attribute whiteSpaceCount numeric
@attribute spam {SPAM,NOTSPAM}

@data
0.433735,0.757028,0.528302,0.018868,0.103774,0.311321,0.216981,0.09434,0.018868,0.04717,0.009434,0,1.518868,0.226908,NOTSPAM
0.704518,0.70696,0.90566,0.031447,0.106918,0.106918,0.169811,0.050314,0.037736,0.069182,0.018868,0.012579,0.012579,0.242979,NOTSPAM
0.599156,0.7173,0.673913,0.065217,0.152174,0.173913,0.043478,0.086957,0.086957,0.065217,0.021739,0.021739,0.608696,0.236287,NOTSPAM
0.640625,0.71875,0.848485,0.030303,0.121212,0.181818,0.090909,0.090909,0.242424,0.060606,0,0,0.454545,0.223958,NOTSPAM
0.649451,0.711427,0.81932,0.025045,0.073345,0.051878,0.071556,0.059034,0.037567,0.035778,0.010733,0.014311,0.34347,0.234345,NOTSPAM
0.568966,0.698276,0.727273,0.045455,0.181818,0.272727,0.090909,0.090909,0,0.090909,0.045455,0,0.681818,0.241379,NOTSPAM
0.637697,0.665098,0.888702,0.023609,0.05059,0.070826,0.133221,0.065767,0.040472,0.042159,0.01855,0.011804,0.166948,0.249377,NOTSPAM
0.666667,0.731183,0.87037,0.037037,0.12963,0.185185,0.148148,0.055556,0.092593,0.074074,0.037037,0,0.333333,0.229391,NOTSPAM
0.565217,0.673913,0.8,0,0,0.4,0.133333,0.133333,0,0.066667,0.066667,0,0.666667,0.23913,NOTSPAM
0.462567,0.570856,0.655172,0.060345,0.12069,0.172414,0.068966,0.094828,0.025862,0.060345,0.017241,0.025862,0.698276,0.291444,NOTSPAM
0.422886,0.492537,0.735849,0.037736,0.226415,0.150943,0.075472,0.018868,0.018868,0.075472,0.018868,0.018868,0.528302,0.318408,NOTSPAM
0.717949,0.717949,1,0,0.055556,0.277778,0.055556,0.055556,0.166667,0.166667,0,0,0,0.213675,NOTSPAM
0.702822,0.708995,0.91133,0.029557,0.083744,0.118227,0.216749,0.083744,0.064039,0.054187,0.049261,0.004926,0.034483,0.234568,NOTSPAM
0.586538,0.701923,0.75,0,0.0625,0.3125,0.1875,0,0,0.0625,0.125,0,0.75,0.221154,NOTSPAM
0.44843,0.506726,0.781818,0.018182,0.218182,0.145455,0.072727,0.036364,0.036364,0.036364,0.018182,0.054545,0.472727,0.307175,NOTSPAM
0.705508,0.747881,0.865854,0.036585,0.146341,0.060976,0.121951,0.04878,0.073171,0.085366,0.02439,0.02439,0.243902,0.211864,NOTSPAM
0.633368,0.65448,0.885093,0.024845,0.071429,0.071429,0.074534,0.083851,0.062112,0.040373,0.021739,0.015528,0.127329,0.255407,NOTSPAM
0.561224,0.683673,0.75,0,0.0625,0.375,0.125,0.0625,0,0.0625,0.125,0,0.75,0.234694,NOTSPAM
0.626145,0.663614,0.849765,0.032864,0.122066,0.122066,0.126761,0.051643,0.075117,0.037559,0.014085,0.014085,0.211268,0.256453,NOTSPAM
0.68046,0.754023,0.723684,0.105263,0.144737,0.092105,0.065789,0.078947,0.039474,0.039474,0.052632,0.026316,0.421053,0.209195,NOTSPAM
0.538462,0.658863,0.707317,0.04878,0.04878,0.195122,0.195122,0.097561,0.121951,0.073171,0.04878,0.02439,0.878049,0.237458,NOTSPAM
0.555556,0.666667,0.695652,0.086957,0.043478,0.26087,0.173913,0.086957,0.043478,0.043478,0.130435,0,0.695652,0.243056,NOTSPAM
0.617987,0.659241,0.849462,0.037634,0.112903,0.102151,0.112903,0.069892,0.069892,0.069892,0.021505,0.043011,0.268817,0.2467,NOTSPAM
0.600267,0.776738,0.664063,0.023438,0.109375,0.1875,0.21875,0.078125,0.085938,0.0625,0.015625,0.046875,1.03125,0.196524,NOTSPAM
0.673797,0.762032,0.766667,0.05,0.066667,0.116667,0.15,0.15,0.1,0.116667,0.016667,0.016667,0.55,0.197861,NOTSPAM
0.65618,0.678652,0.922261,0.017668,0.102473,0.081272,0.123675,0.074205,0.070671,0.038869,0.024735,0.014134,0.141343,0.239888,NOTSPAM
0.710487,0.757755,0.87619,0.028571,0.047619,0.114286,0.07619,0.095238,0.085714,0.038095,0.066667,0.07619,0.304762,0.197932,NOTSPAM
0.730964,0.736041,0.898551,0.043478,0.130435,0.144928,0.188406,0.072464,0.072464,0.072464,0.086957,0.014493,0.028986,0.218274,NOTSPAM
0.510204,0.653061,0.705882,0,0.117647,0.411765,0.117647,0.058824,0,0.058824,0.058824,0,0.823529,0.255102,NOTSPAM
0.693878,0.734694,0.847826,0.065217,0.108696,0.152174,0.23913,0.108696,0.065217,0.043478,0,0.021739,0.217391,0.22449,NOTSPAM
0.610309,0.705155,0.764706,0.044118,0.088235,0.132353,0.117647,0.132353,0.073529,0.132353,0.044118,0.014706,0.676471,0.216495,NOTSPAM
0.56701,0.680412,0.75,0.0625,0,0.375,0.125,0.0625,0,0.0625,0.125,0,0.6875,0.237113,NOTSPAM
0.527316,0.631829,0.714286,0.028571,0.242857,0.171429,0.057143,0.114286,0.042857,0.071429,0,0.014286,0.628571,0.266033,NOTSPAM
0.714286,0.714286,1,0,0.090909,0.181818,0.363636,0,0,0.181818,0.090909,0.090909,0,0.207792,NOTSPAM
0.565891,0.689922,0.644444,0.111111,0.066667,0.222222,0.088889,0.066667,0.044444,0.066667,0.044444,0.022222,0.711111,0.24031,NOTSPAM
0.696242,0.705637,0.906433,0.035088,0.05848,0.087719,0.111111,0.122807,0.05848,0.040936,0.02924,0.011696,0.052632,0.235908,NOTSPAM
0.557823,0.636054,0.726316,0.094737,0.147368,0.105263,0.094737,0.052632,0.094737,0.063158,0.021053,0,0.484211,0.261905,NOTSPAM
0.458955,0.56903,0.72973,0,0.216216,0.094595,0.121622,0.081081,0.040541,0.040541,0.040541,0.027027,0.797297,0.283582,NOTSPAM
0.68319,0.765086,0.829545,0.045455,0.079545,0.102273,0.170455,0.113636,0.056818,0.068182,0.034091,0.022727,0.431818,0.211207,NOTSPAM
0.688243,0.746367,0.765101,0.060403,0.100671,0.067114,0.053691,0.067114,0.060403,0.053691,0.020134,0.020134,0.295302,0.224571,NOTSPAM
0.76616,0.775665,0.936842,0.042105,0.115789,0.094737,0.115789,0.063158,0.052632,0.084211,0.031579,0.010526,0.052632,0.201521,NOTSPAM
0.539535,0.651744,0.729008,0.038168,0.072519,0.103053,0.145038,0.080153,0.061069,0.049618,0.030534,0.019084,0.736641,0.25,NOTSPAM
0.677479,0.703962,0.881094,0.016647,0.048751,0.061831,0.085612,0.057075,0.034483,0.035672,0.022592,0.021403,0.153389,0.234243,NOTSPAM
0.652019,0.69715,0.84466,0.026699,0.075243,0.072816,0.07767,0.070388,0.038835,0.046117,0.026699,0.029126,0.276699,0.232779,NOTSPAM
0.73258,0.769303,0.856322,0.034483,0.103448,0.068966,0.103448,0.051724,0.063218,0.045977,0.063218,0.028736,0.224138,0.196798,NOTSPAM
0.674651,0.744511,0.857143,0.054945,0.120879,0.087912,0.142857,0.120879,0.098901,0.021978,0.021978,0.021978,0.384615,0.217565,NOTSPAM
0.722513,0.752182,0.888889,0.060606,0.131313,0.111111,0.171717,0.060606,0.050505,0.050505,0.020202,0.020202,0.171717,0.209424,NOTSPAM
0.714286,0.735562,0.894309,0.02439,0.146341,0.130081,0.162602,0.073171,0.04878,0.02439,0.04065,0.01626,0.113821,0.224924,NOTSPAM
0.731183,0.774194,0.916667,0,0,0.333333,0.083333,0.083333,0.083333,0.083333,0.166667,0,0.333333,0.172043,NOTSPAM
0.690656,0.711715,0.915608,0.006352,0.044465,0.077132,0.064428,0.049002,0.046279,0.058984,0.03902,0.026316,0.137024,0.220921,NOTSPAM
0.701987,0.728477,0.846154,0.115385,0.076923,0.192308,0.307692,0.115385,0.038462,0.038462,0,0.076923,0.153846,0.218543,NOTSPAM
0.723684,0.792763,0.82,0.04,0.08,0.14,0.04,0.12,0.02,0.04,0.02,0.04,0.42,0.184211,NOTSPAM
0.716253,0.77135,0.882353,0.014706,0.176471,0.176471,0.132353,0.073529,0.088235,0.014706,0.029412,0.073529,0.294118,0.206612,NOTSPAM
0.465091,0.475832,0.853211,0.082569,0.110092,0.110092,0.174312,0.055046,0.091743,0.045872,0.018349,0.036697,0.091743,0.320086,NOTSPAM
0.743981,0.772873,0.915888,0.018692,0.102804,0.098131,0.116822,0.051402,0.03271,0.051402,0.046729,0.079439,0.168224,0.199037,NOTSPAM
0.738462,0.738462,1,0,0,0.3,0.1,0,0,0.3,0,0,0,0.2,NOTSPAM
0.501031,0.640206,0.662162,0.027027,0.128378,0.121622,0.074324,0.047297,0.027027,0.027027,0.027027,0.033784,0.912162,0.25567,NOTSPAM
0.455581,0.514806,0.777778,0.018519,0.203704,0.12963,0.055556,0.037037,0.055556,0.037037,0.018519,0.055556,0.481481,0.302961,NOTSPAM
0.768254,0.793651,0.948276,0.017241,0.103448,0.12069,0.172414,0.086207,0.155172,0.137931,0,0,0.137931,0.193651,NOTSPAM
0.648917,0.725632,0.776536,0.044693,0.117318,0.061453,0.106145,0.067039,0.089385,0.050279,0.044693,0.044693,0.47486,0.217509,NOTSPAM
0.539192,0.64133,0.714286,0.028571,0.257143,0.185714,0.057143,0.114286,0.042857,0.071429,0,0.014286,0.614286,0.261283,NOTSPAM
0.703381,0.709924,0.893048,0.037433,0.096257,0.101604,0.197861,0.074866,0.037433,0.053476,0.005348,0.010695,0.032086,0.246456,NOTSPAM
0.610568,0.663405,0.823045,0.020576,0.078189,0.061728,0.078189,0.057613,0.045267,0.049383,0.028807,0.012346,0.333333,0.247228,NOTSPAM
0.506361,0.572519,0.814371,0.011976,0.125749,0.107784,0.11976,0.053892,0.053892,0.035928,0.023952,0.017964,0.467066,0.284139,NOTSPAM
0.719203,0.751812,0.928571,0.011905,0.035714,0.154762,0.071429,0.083333,0.059524,0.02381,0.047619,0.035714,0.214286,0.199275,NOTSPAM
0.717314,0.730271,0.931507,0.027397,0.10274,0.089041,0.164384,0.082192,0.075342,0.082192,0.034247,0.006849,0.075342,0.220259,NOTSPAM
0.595358,0.637704,0.839357,0.034137,0.056225,0.042169,0.062249,0.066265,0.066265,0.046185,0.032129,0.024096,0.271084,0.259097,NOTSPAM
0.778947,0.778947,1,0,0.285714,0.142857,0,0.214286,0.071429,0.071429,0.071429,0,0,0.178947,NOTSPAM
0.753219,0.772532,0.891566,0.048193,0.156627,0.096386,0.144578,0.012048,0.084337,0.084337,0.024096,0.060241,0.108434,0.201717,NOTSPAM
0.74105,0.74105,0.977612,0.014925,0.044776,0.11194,0.134328,0.059701,0.037313,0.08209,0.037313,0.014925,0,0.208831,NOTSPAM
0.697228,0.73774,0.825581,0.05814,0.186047,0.093023,0.116279,0.05814,0.05814,0.046512,0.034884,0.046512,0.22093,0.221748,NOTSPAM
0.55205,0.665615,0.697674,0.069767,0.046512,0.186047,0.139535,0.093023,0.139535,0.093023,0.069767,0.023256,0.837209,0.233438,NOTSPAM
0.43557,0.54698,0.63,0.02,0.1,0.085,0.025,0.035,0.03,0.03,0.01,0.01,0.83,0.293289,NOTSPAM
0.717143,0.734286,0.914729,0.031008,0.155039,0.116279,0.131783,0.116279,0.077519,0.046512,0.007752,0,0.093023,0.224286,NOTSPAM
0.562027,0.6059,0.836735,0.035714,0.117347,0.091837,0.102041,0.05102,0.040816,0.056122,0.040816,0.02551,0.295918,0.270802,NOTSPAM
0.57732,0.680412,0.75,0,0.125,0.3125,0.125,0,0.0625,0.125,0.0625,0,0.625,0.237113,NOTSPAM
0.602254,0.621578,0.911111,0.022222,0.088889,0.077778,0.166667,0.066667,0.055556,0.1,0.055556,0.011111,0.133333,0.26087,NOTSPAM
0.703721,0.728215,0.887978,0.032787,0.084699,0.071038,0.101093,0.051913,0.060109,0.054645,0.040984,0.021858,0.142077,0.221856,NOTSPAM
0.532609,0.663043,0.75,0,0.0625,0.375,0.25,0,0,0.0625,0.0625,0,0.75,0.25,NOTSPAM
0.500501,0.613614,0.679245,0.044025,0.132075,0.144654,0.075472,0.09434,0.031447,0.050314,0.018868,0.012579,0.710692,0.272272,NOTSPAM
0.586364,0.690909,0.717949,0.076923,0.179487,0.179487,0.128205,0.102564,0.076923,0.051282,0,0,0.589744,0.240909,NOTSPAM
0.862069,0.862069,1,0,0,0,0,0,0,0.333333,0.333333,0,0,0.103448,NOTSPAM
0.510204,0.653061,0.705882,0,0.117647,0.411765,0.117647,0.058824,0,0.058824,0.058824,0,0.823529,0.255102,NOTSPAM
0.524752,0.683168,0.647059,0,0.176471,0.235294,0.117647,0.117647,0,0.117647,0.058824,0,0.941176,0.237624,NOTSPAM
0.578652,0.634831,0.764706,0.147059,0.117647,0.264706,0.147059,0.029412,0.088235,0.029412,0.029412,0,0.294118,0.275281,NOTSPAM
0.764302,0.764302,0.950413,0.012397,0.07438,0.070248,0.140496,0.090909,0.045455,0.053719,0.028926,0.016529,0,0.209764,NOTSPAM
0.57732,0.680412,0.75,0,0.0625,0.3125,0.125,0,0.0625,0.125,0.0625,0,0.625,0.237113,NOTSPAM
0.541478,0.597285,0.805556,0.046296,0.185185,0.12963,0.12963,0.074074,0.092593,0.037037,0,0.018519,0.342593,0.282051,NOTSPAM
0.672316,0.706215,0.846847,0.063063,0.189189,0.171171,0.126126,0.045045,0.036036,0.027027,0.027027,0.009009,0.162162,0.250471,NOTSPAM
0.556701,0.680412,0.75,0,0.0625,0.375,0.125,0.0625,0,0.125,0.0625,0,0.75,0.237113,NOTSPAM
0.575548,0.654752,0.746067,0.026966,0.080899,0.07191,0.053933,0.029213,0.024719,0.026966,0.011236,0.004494,0.438202,0.262794,NOTSPAM
0.785235,0.785235,0.925926,0.074074,0.111111,0.148148,0.148148,0.111111,0.037037,0.148148,0.074074,0,0,0.194631,NOTSPAM
0.556701,0.680412,0.75,0,0.0625,0.375,0.125,0.0625,0,0.125,0.0625,0,0.75,0.237113,NOTSPAM
0.63937,0.720472,0.793269,0.033654,0.105769,0.072115,0.100962,0.0625,0.091346,0.043269,0.019231,0.057692,0.495192,0.22126,NOTSPAM
0.755571,0.771776,0.935361,0.022814,0.060837,0.068441,0.125475,0.08365,0.030418,0.045627,0.038023,0.030418,0.091255,0.202566,NOTSPAM
0.716854,0.752809,0.911392,0.012658,0.113924,0.202532,0.126582,0.063291,0.075949,0.101266,0,0.012658,0.202532,0.211236,NOTSPAM
0.702703,0.738739,0.9,0,0.35,0.2,0.05,0.05,0.1,0.15,0,0,0.2,0.216216,NOTSPAM
0.582329,0.678715,0.698795,0.084337,0.120482,0.108434,0.108434,0.048193,0.060241,0.024096,0.036145,0.024096,0.578313,0.242972,NOTSPAM
0.668033,0.758197,0.710526,0.078947,0.184211,0.078947,0.078947,0.078947,0.078947,0.026316,0.052632,0.105263,0.578947,0.196721,NOTSPAM
0.72907,0.759302,0.928571,0.019481,0.097403,0.103896,0.097403,0.064935,0.090909,0.077922,0.012987,0.025974,0.168831,0.209302,NOTSPAM
0.698754,0.736693,0.9,0.028571,0.103571,0.067857,0.110714,0.085714,0.071429,0.071429,0.05,0.028571,0.239286,0.210646,NOTSPAM
0.712766,0.755319,0.928571,0,0.142857,0.142857,0.214286,0.071429,0.071429,0.142857,0.071429,0,0.285714,0.191489,NOTSPAM
0.556701,0.680412,0.75,0,0.0625,0.375,0.125,0.0625,0,0.125,0.0625,0,0.75,0.237113,NOTSPAM
0.647343,0.71256,0.77381,0.083333,0.154762,0.142857,0.095238,0.107143,0.047619,0.02381,0.02381,0.011905,0.321429,0.243961,NOTSPAM
0.76378,0.76378,0.953488,0.023256,0.162791,0.116279,0.162791,0.116279,0.046512,0.046512,0.069767,0.023256,0,0.200787,NOTSPAM
0.555336,0.609354,0.804545,0.036364,0.118182,0.068182,0.05,0.072727,0.077273,0.059091,0.031818,0.013636,0.372727,0.267457,NOTSPAM
0.791667,0.791667,1,0,0.076923,0.153846,0.076923,0.230769,0.076923,0.076923,0.230769,0,0,0.166667,NOTSPAM
0.547368,0.673684,0.75,0,0.0625,0.375,0.125,0.125,0,0.0625,0.0625,0,0.75,0.242105,NOTSPAM
0.469478,0.534298,0.755556,0.035556,0.146667,0.071111,0.057778,0.044444,0.053333,0.013333,0.022222,0.022222,0.457778,0.303335,NOTSPAM
0.640909,0.754545,0.837838,0.027027,0.162162,0.216216,0.189189,0.081081,0,0.135135,0.054054,0.027027,0.675676,0.204545,NOTSPAM
0.579208,0.742574,0.645161,0.064516,0,0.193548,0.129032,0.16129,0.096774,0.096774,0,0.032258,1.064516,0.20297,NOTSPAM
0.60841,0.646518,0.845455,0.045455,0.154545,0.109091,0.118182,0.054545,0.063636,0.036364,0.045455,0.018182,0.263636,0.248357,NOTSPAM
0.686275,0.70098,0.868421,0.078947,0.184211,0.157895,0.184211,0.078947,0.026316,0.105263,0.026316,0,0.078947,0.240196,NOTSPAM
0.567901,0.679012,0.703704,0.037037,0.074074,0.259259,0.148148,0,0,0.111111,0.037037,0,0.666667,0.240741,NOTSPAM
0.693939,0.709957,0.877698,0.031175,0.074341,0.076739,0.098321,0.06235,0.031175,0.05036,0.038369,0.016787,0.088729,0.235065,NOTSPAM
0.634078,0.71648,0.788136,0.025424,0.09322,0.110169,0.067797,0.084746,0.101695,0.042373,0.067797,0.033898,0.5,0.223464,NOTSPAM
0.787466,0.787466,0.923077,0.030769,0.153846,0.076923,0.153846,0.061538,0.092308,0.107692,0.046154,0.046154,0,0.19346,NOTSPAM
0.700886,0.728213,0.93361,0.016598,0.087137,0.082988,0.170124,0.041494,0.074689,0.045643,0.049793,0.016598,0.153527,0.22452,NOTSPAM
0.433036,0.447545,0.816327,0.102041,0.122449,0.102041,0.163265,0.061224,0.040816,0.061224,0.071429,0.020408,0.132653,0.330357,NOTSPAM
0.640625,0.71875,0.848485,0.030303,0.121212,0.181818,0.090909,0.090909,0.242424,0.060606,0,0,0.454545,0.223958,NOTSPAM
0.620828,0.748999,0.804511,0.030075,0.06015,0.097744,0.157895,0.037594,0.097744,0.052632,0.007519,0.015038,0.721805,0.213618,NOTSPAM
0.707124,0.738786,0.909091,0.030303,0.121212,0.136364,0.121212,0.090909,0.045455,0.075758,0.015152,0.045455,0.181818,0.216359,NOTSPAM
0.717143,0.734286,0.914729,0.031008,0.155039,0.116279,0.131783,0.116279,0.077519,0.046512,0.007752,0,0.093023,0.224286,NOTSPAM
0.691216,0.734459,0.897436,0.034188,0.098291,0.068376,0.115385,0.089744,0.07265,0.081197,0.051282,0.029915,0.273504,0.211486,NOTSPAM
0.774648,0.774648,0.897436,0.076923,0.205128,0.128205,0.102564,0.128205,0.153846,0.076923,0.025641,0,0,0.201878,NOTSPAM
0.51735,0.66877,0.625,0.078125,0.171875,0.109375,0.09375,0.078125,0.046875,0.03125,0.03125,0.03125,0.75,0.264984,NOTSPAM
0.461131,0.538869,0.7125,0.0375,0.1875,0.1125,0.05,0.1,0.0375,0.0625,0,0.025,0.55,0.300353,NOTSPAM
0.691882,0.752768,0.825243,0.048544,0.087379,0.116505,0.126214,0.106796,0.048544,0.048544,0.019417,0.038835,0.320388,0.217712,NOTSPAM
0.652031,0.716795,0.832215,0.026846,0.080537,0.147651,0.194631,0.067114,0.073826,0.060403,0.026846,0,0.395973,0.222832,NOTSPAM
0.54025,0.620751,0.775401,0.037433,0.117647,0.101604,0.080214,0.053476,0.058824,0.016043,0.016043,0.005348,0.481283,0.272809,NOTSPAM
0.61733,0.668113,0.816176,0.012701,0.039439,0.034091,0.041444,0.035428,0.036096,0.029412,0.018717,0.016043,0.320856,0.245028,NOTSPAM
0.606061,0.727273,0.666667,0.090909,0.181818,0.151515,0.090909,0.121212,0.060606,0.060606,0,0.030303,0.727273,0.217172,NOTSPAM
0.616443,0.63832,0.876147,0.036697,0.059633,0.043578,0.06422,0.077982,0.073394,0.041284,0.027523,0.03211,0.142202,0.257586,NOTSPAM
0.526237,0.670165,0.685039,0.047244,0.165354,0.110236,0.070866,0.07874,0.03937,0.023622,0.015748,0.015748,0.755906,0.25937,NOTSPAM
0.737363,0.748352,0.922078,0.012987,0.116883,0.11039,0.12987,0.097403,0.025974,0.064935,0.045455,0.025974,0.064935,0.20989,NOTSPAM
0.545106,0.708253,0.635294,0.035294,0.117647,0.164706,0.152941,0.082353,0.047059,0.058824,0.023529,0.035294,1,0.226488,NOTSPAM
0.775719,0.786309,0.929545,0.020455,0.045455,0.054545,0.109091,0.045455,0.047727,0.056818,0.038636,0.025,0.063636,0.189864,NOTSPAM
0.497317,0.579606,0.77907,0.023256,0.186047,0.127907,0.116279,0.046512,0.081395,0.034884,0.011628,0.023256,0.534884,0.286225,NOTSPAM
0.680525,0.680525,0.911392,0.037975,0.101266,0.139241,0.177215,0.164557,0.050633,0.101266,0.025316,0,0,0.245077,NOTSPAM
0.710843,0.710843,0.925373,0.029851,0.089552,0.179104,0.223881,0.089552,0.044776,0.074627,0.029851,0.029851,0,0.224096,NOTSPAM
0.547368,0.673684,0.75,0,0.0625,0.375,0.125,0.125,0,0.0625,0.0625,0,0.75,0.242105,NOTSPAM
0.671271,0.740331,0.855072,0.014493,0.130435,0.188406,0.130435,0.043478,0.130435,0.043478,0.028986,0.028986,0.362319,0.223757,NOTSPAM
0.508475,0.694915,0.619048,0,0.095238,0.285714,0.142857,0.095238,0.047619,0.095238,0,0,1.047619,0.237288,NOTSPAM
0.58477,0.648707,0.779817,0.041284,0.105505,0.091743,0.100917,0.073394,0.068807,0.045872,0.022936,0.041284,0.408257,0.253592,NOTSPAM
0.548868,0.637068,0.760684,0.018803,0.068376,0.039316,0.063248,0.042735,0.02906,0.018803,0.013675,0.015385,0.505983,0.268474,NOTSPAM
0.555556,0.666667,0.695652,0.086957,0.043478,0.26087,0.173913,0.086957,0.043478,0.043478,0.130435,0,0.695652,0.243056,NOTSPAM
0.64532,0.695813,0.853846,0.053846,0.1,0.084615,0.1,0.076923,0.092308,0.038462,0.046154,0.023077,0.315385,0.231527,NOTSPAM
0.630238,0.71879,0.756477,0.031088,0.062176,0.080311,0.098446,0.036269,0.041451,0.044041,0.007772,0.031088,0.531088,0.223758,NOTSPAM
0.625103,0.658737,0.868852,0.032787,0.142077,0.087432,0.098361,0.103825,0.04918,0.076503,0.021858,0.027322,0.224044,0.245283,NOTSPAM
0.519337,0.685083,0.625,0.03125,0.21875,0.25,0.0625,0.03125,0.21875,0.0625,0,0,0.9375,0.243094,NOTSPAM
0.72774,0.748288,0.97,0.01,0.07,0.12,0.17,0.11,0.05,0.07,0.02,0.02,0.12,0.210616,NOTSPAM
0.592593,0.679012,0.814815,0,0.111111,0.333333,0.148148,0.074074,0.037037,0.074074,0.037037,0,0.518519,0.240741,NOTSPAM
0.615646,0.727891,0.814159,0.053097,0.106195,0.088496,0.123894,0.115044,0.061947,0.035398,0.026549,0.00885,0.584071,0.231293,NOTSPAM
0.533333,0.685714,0.666667,0,0.166667,0.333333,0.111111,0.111111,0,0.111111,0.055556,0,0.888889,0.238095,NOTSPAM
0.506231,0.596573,0.712766,0.042553,0.170213,0.095745,0.053191,0.053191,0.053191,0.053191,0.042553,0.021277,0.617021,0.274143,NOTSPAM
0.520107,0.613941,0.747748,0.036036,0.153153,0.135135,0.144144,0.036036,0.054054,0.045045,0.036036,0.036036,0.630631,0.266756,NOTSPAM
0.537838,0.683784,0.666667,0.030303,0.136364,0.136364,0.060606,0.045455,0.030303,0.045455,0.030303,0.015152,0.818182,0.245946,NOTSPAM
0.729981,0.757914,0.89011,0.065934,0.120879,0.10989,0.142857,0.043956,0.076923,0.043956,0.021978,0.032967,0.164835,0.204842,NOTSPAM
0.661815,0.714897,0.831579,0.057895,0.1,0.078947,0.094737,0.084211,0.1,0.057895,0.036842,0.036842,0.326316,0.223459,NOTSPAM
0.593625,0.670319,0.803797,0.025316,0.151899,0.126582,0.088608,0.094937,0.063291,0.031646,0.031646,0.037975,0.487342,0.243028,NOTSPAM
0.716418,0.75693,0.91358,0.037037,0.123457,0.098765,0.111111,0.037037,0.123457,0.074074,0.049383,0.037037,0.234568,0.206823,NOTSPAM
0.727088,0.763747,0.908046,0.034483,0.137931,0.126437,0.126437,0.16092,0.045977,0.057471,0.057471,0,0.206897,0.205703,NOTSPAM
0.728205,0.746667,0.888889,0.044444,0.083333,0.094444,0.105556,0.072222,0.055556,0.05,0.022222,0.027778,0.1,0.218462,NOTSPAM
0.688243,0.746367,0.765101,0.060403,0.100671,0.067114,0.053691,0.067114,0.060403,0.053691,0.020134,0.020134,0.295302,0.224571,NOTSPAM
0.805133,0.814267,0.946108,0.011976,0.02994,0.041916,0.077844,0.05988,0.047904,0.047904,0.065868,0.065868,0.062874,0.165289,NOTSPAM
0.75641,0.782051,0.88,0.04,0.16,0.12,0.04,0.08,0.08,0.12,0.12,0,0.16,0.185897,NOTSPAM
0.571429,0.714286,0.692308,0,0.153846,0.307692,0.153846,0.076923,0,0.230769,0,0,0.846154,0.220779,NOTSPAM
0.584302,0.613372,0.880952,0.047619,0.142857,0.071429,0.071429,0.071429,0.071429,0.119048,0.047619,0.02381,0.238095,0.252907,NOTSPAM
0.590164,0.625931,0.87234,0.021277,0.117021,0.095745,0.138298,0.06383,0.06383,0.042553,0.021277,0.042553,0.255319,0.256334,NOTSPAM
0.582371,0.646201,0.799228,0.027027,0.100386,0.100386,0.084942,0.069498,0.027027,0.065637,0.042471,0.027027,0.405405,0.255319,NOTSPAM
0.71767,0.719645,0.878049,0.034146,0.087805,0.102439,0.180488,0.053659,0.082927,0.02439,0.019512,0.004878,0.009756,0.240869,NOTSPAM
0.575075,0.693694,0.647059,0.05042,0.117647,0.092437,0.058824,0.02521,0.02521,0.016807,0.02521,0.008403,0.663866,0.241742,NOTSPAM
0.618224,0.689735,0.771429,0.028571,0.2,0.121429,0.071429,0.05,0.042857,0.057143,0.007143,0.028571,0.442857,0.235294,NOTSPAM
0.57732,0.680412,0.75,0,0.0625,0.3125,0.125,0,0.0625,0.125,0.0625,0,0.625,0.237113,NOTSPAM
0.38172,0.489247,0.625,0.083333,0.208333,0.083333,0.208333,0.083333,0.041667,0.083333,0.041667,0.041667,0.833333,0.317204,NOTSPAM
0.590909,0.7,0.722222,0,0.111111,0.222222,0.166667,0.055556,0,0.111111,0.055556,0,0.666667,0.227273,NOTSPAM
0.606095,0.651242,0.840278,0.020833,0.125,0.090278,0.125,0.069444,0.0625,0.048611,0.041667,0.006944,0.277778,0.255079,NOTSPAM
0.84375,0.84375,1,0,0,0.142857,0.142857,0,0.142857,0.142857,0.142857,0,0,0.125,NOTSPAM
0.795788,0.800366,0.983051,0.011299,0.056497,0.073446,0.112994,0.090395,0.084746,0.073446,0.039548,0.050847,0.028249,0.180403,NOTSPAM
0.53271,0.654206,0.722222,0.055556,0.055556,0.333333,0.222222,0,0,0.055556,0.111111,0,0.722222,0.252336,NOTSPAM
0.501431,0.593705,0.733032,0.036199,0.117647,0.095023,0.040724,0.067873,0.022624,0.040724,0,0.013575,0.58371,0.281831,NOTSPAM
0.651012,0.689069,0.823529,0.042781,0.106952,0.069519,0.101604,0.058824,0.042781,0.042781,0.037433,0.042781,0.251337,0.230769,NOTSPAM
0.566802,0.680162,0.6875,0.083333,0.1875,0.166667,0.104167,0.083333,0.0625,0.041667,0.041667,0,0.583333,0.255061,NOTSPAM
